url,Name,Price,Rating,제조회사,등록년월,사용 장치,제품 분류,메모리 규격,메모리 용량,동작클럭(대역폭),램타이밍,동작전압,램개수,온다이ECC,,히트싱크,높이,적합성평가인증,안전확인인증,두께,LED 라이트,XMP3.0,EXPO,방열판 색상,LED색상,AURA SYNC,MYSTIC LIGHT,RGB FUSION,CORSAIR iCUE,POLYCHROME,XPG RGB,온도센서,클럭드라이버,XMP,RGB SYNC,ECC,REG,유통회사,RAZER CHROMA,TT RGB PLUS,T-FORCE BLITZ,G.SKILL Lighting
//img.danawa.com/prod_img/500000/150/482/img/54482150_1.jpg?shrink=130:130&_v=20240524105604,아이티젠 노트북 DDR4-2133,13790원,4.6,아이티젠,2024년 05월,노트북용,DDR4,SO-DIMM,8GB,2133MHz (PC4-17000),,,1개,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/967/482/img/29482967_1.jpg?shrink=130:130&_v=20231030131354,TeamGroup T-Force DDR5-6000 CL38 Delta RGB 화이트 패키지,322000원,1.0,TeamGroup(제조사 웹사이트 바로가기),2023년 10월,데스크탑용,DDR5,DIMM(UDIMM),64GB,6000MHz (PC5-48000),CL38,1.30V,2개,○,,방열판,46.1mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/203/998/img/31998203_1.jpg?shrink=130:130&_v=20240105144714,V-Color BLACK DDR5-5200 CL42 STANDARD 벌크,27900원,5.0,V-Color(제조사 웹사이트 바로가기),2024년 01월,데스크탑용,DDR5,DIMM(UDIMM),8GB,5200MHz (PC5-41600),CL42-42-42-84,1.10V,1개,○,,미포함,31mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/988/547/img/5547988_1.jpg?shrink=130:130&_v=20200827101210,SK하이닉스 DDR3-1600 중고,11000원,4.9,SK하이닉스,2017년 10월,데스크탑용,DDR3,DIMM(UDIMM),8GB,1600MHz (PC3-12800),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/117/497/img/18497117_1.jpg?shrink=130:130&_v=20230329145518,TeamGroup T-Force DDR5-5600 CL36 Delta RGB 패키지,150000원,N/A,TeamGroup(제조사 웹사이트 바로가기),2022년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL36-36-36-76,1.20V,2개,○,,방열판,46.1mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/126/497/img/18497126_1.jpg?shrink=130:130&_v=20230329145504,TeamGroup T-Force DDR5-5600 CL36 Delta RGB 화이트 패키지,149380원,5.0,TeamGroup(제조사 웹사이트 바로가기),2022년 10월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL36-36-36-76,1.20V,2개,○,,방열판,46.1mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/346/863/img/863346_1.jpg?shrink=130:130&_v=20220524130811,삼성전자 노트북 DDR2-800 중고,2900원,4.7,삼성전자,2009년 03월,노트북용,DDR2,SO-DIMM,2GB,800MHz (PC2-6400),,1.80V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/396/304/img/1304396_1.jpg?shrink=130:130&_v=20240409133403,삼성전자 DDR3-1600,3300원,4.7,삼성전자,2011년 02월,데스크탑용,DDR3,DIMM(UDIMM),4GB,1600MHz (PC3-12800),CL11-11-11-30,1.50V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/817/408/img/79408817_1.jpg?shrink=130:130&_v=20250408174435,커널앤코어 DDR5-5600 CL46,101560원,N/A,커널앤코어(제조사 웹사이트 바로가기),2025년 04월,데스크탑용,DDR5,DIMM(UDIMM),16GB,5600MHz (PC5-44800),CL46-45-45-90,1.10V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/885/501/img/71501885_1.jpg?shrink=130:130&_v=20241119113506,PATRIOT DDR5-7000 CL32 VIPER Elite 5 RGB 패키지,185230원,N/A,PATRIOT(제조사 웹사이트 바로가기),2024년 11월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7000MHz (PC5-56000),CL32-48-48-96,1.45V,2개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,6mm,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/516/379/img/64379516_1.jpg?shrink=130:130&_v=20240828170511,비즈텍 TREAVE 노트북 DDR4-2666 CL19,30370원,N/A,비즈텍(제조사 웹사이트 바로가기),2024년 08월,노트북용,DDR4,SO-DIMM,4GB,2666MHz (PC4-21300),CL19-19-19-43,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/647/371/img/52371647_1.jpg?shrink=130:130&_v=20240510175926,OLOy DDR5-7600 CL36 BLADE RGB White 패키지,313250원,N/A,OLOy(제조사 웹사이트 바로가기),2024년 05월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7600MHz (PC5-60800),CL36-48-48-122,1.35V,2개,○,,방열판,39mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/410/239/img/16239410_1.jpg?shrink=130:130&_v=20220127111033,CORSAIR DDR5-5600 CL36 Dominator Platinum RGB WHITE 패키지,443860원,5.0,CORSAIR(제조사 웹사이트 바로가기),2022년 01월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL36-36-36-76,1.25V,2개,○,,방열판,44.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,○,○,,화이트,RGB,○,○,○,○,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/804/501/img/71501804_1.jpg?shrink=130:130&_v=20241119112457,PATRIOT DDR5-6000 CL30 VIPER Elite 5 RGB,164370원,N/A,PATRIOT(제조사 웹사이트 바로가기),2024년 11월,데스크탑용,DDR5,DIMM(UDIMM),16GB,6000MHz (PC5-48000),CL30-40-40-76,1.35V,1개,○,,방열판,44mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,6mm,○,○,○,화이트,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/833/858/img/11858833_1.jpg?shrink=130:130&_v=20210319161433,TeamGroup T-Force DDR4-3600 CL18 Delta RGB 패키지,122020원,N/A,TeamGroup(제조사 웹사이트 바로가기),2020년 07월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3600MHz (PC4-28800),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블랙,RGB,○,○,○,,○,,,,○,,,,,○,○,○,
//img.danawa.com/prod_img/500000/702/946/img/76946702_1.jpg?shrink=130:130&_v=20250226144402,마이크론 Crucial DDR5-6400 CL52 CUDIMM 아스크텍,180000원,N/A,마이크론(제조사 웹사이트 바로가기),2025년 02월,데스크탑용,DDR5,CUDIMM,16GB,6400MHz (PC5-51200),CL52-52-52-103,1.10V,1개,○,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,○,,,,,,,,,
//img.danawa.com/prod_img/500000/783/303/img/65303783_1.jpg?shrink=130:130&_v=20240903111640,비즈텍 TREAVE DDR4-2666 CL19,31990원,5.0,비즈텍(제조사 웹사이트 바로가기),2024년 08월,데스크탑용,DDR4,DIMM(UDIMM),8GB,2666MHz (PC4-21300),CL19-19-19-43,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/572/868/img/7868572_1.jpg?shrink=130:130&_v=20211019101025,이메이션 DDR4-2666,6570원,4.2,이메이션(제조사 웹사이트 바로가기),2019년 05월,데스크탑용,DDR4,DIMM(UDIMM),4GB,2666MHz (PC4-21300),CL19-19-19-43,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/298/792/img/1792298_1.jpg?shrink=130:130&_v=20200827101211,삼성전자 DDR3-1600 병행수입,13900원,4.5,삼성전자,2012년 09월,데스크탑용,DDR3,DIMM(UDIMM),8GB,1600MHz (PC3-12800),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/837/580/img/67580837_1.jpg?shrink=130:130&_v=20240924160537,HIKSEMI DDR5-6400 CL32 FUTURE RGB BLACK 패키지,329500원,N/A,HIKSEMI,2024년 09월,데스크탑용,DDR5,DIMM(UDIMM),64GB,6400MHz (PC5-51200),CL32-40-40-90,1.35V,2개,○,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,○,○,블랙,RGB,○,○,○,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/324/511/img/13511324_1.jpg?shrink=130:130&_v=20210304142418,써멀테이크 DDR4-4000 CL19 TOUGHRAM 블랙 패키지,83090원,N/A,써멀테이크(제조사 웹사이트 바로가기),2021년 03월,데스크탑용,DDR4,DIMM(UDIMM),16GB,4000MHz (PC4-32000),CL19,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,블랙,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/455/728/img/5728455_1.jpg?shrink=130:130&_v=20200827102706,SK하이닉스 DDR3-1333 중고,3390원,4.5,SK하이닉스,2017년 12월,데스크탑용,DDR3,DIMM(UDIMM),4GB,1333MHz (PC3-10600),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/325/823/img/12823325_1.jpg?shrink=130:130&_v=20201203102531,삼성전자 DDR3-1600 ECC/Unbuffered 중고,31200원,4.6,삼성전자,2012년 09월,서버용,DDR3,DIMM(UDIMM),8GB,1600MHz (PC3-12800),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,○,,,,,,
//img.danawa.com/prod_img/500000/722/088/img/77088722_1.jpg?shrink=130:130&_v=20250228181031,TeamGroup T-Force DDR5-6400 CL32 Delta RGB 패키지,155240원,N/A,TeamGroup(제조사 웹사이트 바로가기),2025년 02월,데스크탑용,DDR5,DIMM(UDIMM),32GB,6400MHz (PC5-51200),CL32,1.35V,2개,○,,방열판,46.1mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,블랙,RGB,○,○,○,,○,,,,,○,,,,,,,
//img.danawa.com/prod_img/500000/361/778/img/15778361_1.jpg?shrink=130:130&_v=20211125102702,SK하이닉스 노트북 DDR4-2133 중고,16990원,4.7,SK하이닉스,2021년 11월,노트북용,DDR4,SO-DIMM,8GB,2133MHz (PC4-17000),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/317/480/img/48480317_1.jpg?shrink=130:130&_v=20240418173547,아이티젠 DDR3-1333,6780원,4.0,아이티젠,2024년 04월,데스크탑용,DDR3,DIMM(UDIMM),8GB,1333MHz (PC3-10600),,1.50V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/343/264/img/2264343_1.jpg?shrink=130:130&_v=20221228144058,트랜센드 노트북 DDR3-1600,25910원,N/A,트랜센드,2013년 10월,노트북용,DDR3,SO-DIMM,2GB,1600MHz (PC3-12800),CL11,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/217/696/img/13696217_1.jpg?shrink=130:130&_v=20210324145615,TeamGroup T-Force DDR4-3600 CL18 Vulcan Z Red 패키지,148500원,4.5,TeamGroup(제조사 웹사이트 바로가기),2021년 03월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3600MHz (PC4-28800),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,레드,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/809/935/img/6935809_1.jpg?shrink=130:130&_v=20230131090650,TeamGroup T-Force DDR4-3200 CL16 Delta RGB 패키지,140990원,5.0,TeamGroup T-Force,2018년 12월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL16-18-18-38,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블랙,RGB,○,○,○,,○,,,,○,,,,,○,○,,
//img.danawa.com/prod_img/500000/065/698/img/73698065_1.jpg?shrink=130:130&_v=20250102182834,실리콘파워 DDR4-3600 CL18 Xpower Zenith 패키지,87400원,N/A,실리콘파워(제조사 웹사이트 바로가기),2025년 01월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3600MHz (PC4-28800),CL18,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,블랙,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/867/826/img/13826867_1.jpg?shrink=130:130&_v=20211126173935,삼성전자 DDR4-2933 ECC/Unbuffered,225000원,5.0,삼성전자,2021년 04월,서버용,DDR4,DIMM(UDIMM),8GB,2933MHz (PC4-23400),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,○,,,,,,
//img.danawa.com/prod_img/500000/609/528/img/17528609_1.jpg?shrink=130:130&_v=20231011125124,삼성전자 DDR3-1333 ECC/REG 중고,8990원,4.4,삼성전자,2017년 10월,서버용,DDR3,DIMM(UDIMM),4GB,1333MHz (PC3-10600),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,○,○,,,,,
//img.danawa.com/prod_img/500000/941/266/img/19266941_1.jpg?shrink=130:130&_v=20230308171237,SK하이닉스 DDR4-2133 중고,4860원,4.8,SK하이닉스,2016년 08월,데스크탑용,DDR4,DIMM(UDIMM),4GB,2133MHz (PC4-17000),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/242/513/img/12513242_1.jpg?shrink=130:130&_v=20201023135949,삼성전자 DDR4-2933,130010원,5.0,삼성전자(제조사 웹사이트 바로가기),2020년 10월,데스크탑용,DDR4,DIMM(UDIMM),16GB,2933MHz (PC4-23400),,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/281/524/img/16524281_1.jpg?shrink=130:130&_v=20220304101504,마이크론 Crucial 노트북 DDR4-3200 CL22 중고,7860원,5.0,마이크론(제조사 웹사이트 바로가기),2022년 03월,노트북용,DDR4,SO-DIMM,4GB,3200MHz (PC4-25600),CL22,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/323/933/img/15933323_1.jpg?shrink=130:130&_v=20220722135345,CORSAIR DDR5-5600 CL36 Dominator Platinum RGB Extreme 패키지,450000원,5.0,CORSAIR(제조사 웹사이트 바로가기),2021년 12월,데스크탑용,DDR5,DIMM(UDIMM),32GB,5600MHz (PC5-44800),CL36-36-36-76,1.25V,2개,○,,방열판,44.8mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7.5mm,○,○,,블랙,RGB,○,○,○,○,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/927/962/img/1962927_1.jpg?shrink=130:130&_v=20240418152832,삼성전자 노트북 DDR3-1600,2500원,4.3,삼성전자,2013년 03월,노트북용,DDR3,SO-DIMM,2GB,1600MHz (PC3-12800),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/606/782/img/18782606_1.jpg?shrink=130:130&_v=20230117160615,SK하이닉스 DDR4-2133 ECC/REG 중고,31800원,5.0,SK하이닉스(제조사 웹사이트 바로가기),2023년 01월,서버용,DDR4,DIMM(UDIMM),16GB,2133MHz (PC4-17000),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,○,○,,,,,
//img.danawa.com/prod_img/500000/087/390/img/17390087_1.jpg?shrink=130:130&_v=20240805172158,SK하이닉스 노트북 DDR5-4800 중고,18340원,5.0,SK하이닉스(제조사 웹사이트 바로가기),2022년 07월,노트북용,DDR5,SO-DIMM,8GB,4800MHz (PC5-38400),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/415/341/img/17341415_1.jpg?shrink=130:130&_v=20220627164419,SK하이닉스 노트북 DDR4-2666 중고,9300원,4.5,SK하이닉스,2022년 06월,노트북용,DDR4,SO-DIMM,8GB,2666MHz (PC4-21300),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/565/376/img/10376565_1.jpg?shrink=130:130&_v=20200826171617,SK하이닉스 DDR4-2666 중고,43790원,4.8,SK하이닉스,2020년 01월,데스크탑용,DDR4,DIMM(UDIMM),8GB,2666MHz (PC4-21300),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/926/811/img/17811926_1.jpg?shrink=130:130&_v=20220913093916,SK하이닉스 노트북 DDR3-1600 1.35V 중고,3900원,4.5,SK하이닉스,2014년 05월,노트북용,DDR3,SO-DIMM,4GB,1600MHz (PC3-12800),,1.35V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/432/442/img/61442432_1.jpg?shrink=130:130&_v=20240723175144,이메이션 노트북 DDR5-4800 CL40,107490원,5.0,이메이션(제조사 웹사이트 바로가기),2024년 07월,노트북용,DDR5,SO-DIMM,8GB,4800MHz (PC5-38400),CL40-40-40,1.10V,1개,,,미포함,30mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/405/576/img/11576405_1.jpg?shrink=130:130&_v=20220617090445,TeamGroup T-Force DDR4-3200 CL16 Vulcan Z Red,147000원,N/A,TeamGroup(제조사 웹사이트 바로가기),2020년 06월,데스크탑용,DDR4,DIMM(UDIMM),16GB,3200MHz (PC4-25600),CL16-20-20-40,1.35V,1개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,레드,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/552/658/img/13658552_1.jpg?shrink=130:130&_v=20210319154328,TeamGroup T-Force DDR4-3200 CL16 Vulcan Z Red 패키지,148500원,5.0,TeamGroup(제조사 웹사이트 바로가기),2021년 03월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3200MHz (PC4-25600),CL16-20-20-40,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,레드,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/769/282/img/19282769_1.jpg?shrink=130:130&_v=20230309144816,삼성전자 DDR4-2933 ECC/REG 중고,58490원,5.0,삼성전자(제조사 웹사이트 바로가기),2020년 06월,서버용,DDR4,DIMM(UDIMM),32GB,2933MHz (PC4-23400),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,○,○,,,,,
//img.danawa.com/prod_img/500000/148/271/img/18271148_1.jpg?shrink=130:130&_v=20221115082431,G.SKILL DDR4-3600 CL18 TRIDENT Z RGB 패키지 (해외구매),103100원,N/A,G.SKILL(제조사 웹사이트 바로가기),2020년 05월,데스크탑용,DDR4,DIMM(UDIMM),32GB,3600MHz (PC4-28800),CL18-22-22-42,1.35V,2개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,,,블랙,RGB,○,○,○,,○,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/295/008/img/71008295_1.jpg?shrink=130:130&_v=20241111094904,TeamGroup 노트북 DDR5-5600 CL46 Elite,127540원,N/A,TeamGroup(제조사 웹사이트 바로가기),2024년 11월,노트북용,DDR5,SO-DIMM,16GB,5600MHz (PC5-44800),CL46,1.10V,1개,○,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/036/566/img/69566036_1.jpg?shrink=130:130&_v=20241022163205,마이크론 DDR5-5600 CL46 ECC/REG 아스크텍,236070원,N/A,마이크론(제조사 웹사이트 바로가기),2024년 10월,서버용,DDR5,RDIMM,32GB,5600MHz (PC5-44800),CL46,1.10V,1개,,,미포함,31.25mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,4.07mm,,,,,,,,,,,,,,,,○,○,,,,,
//img.danawa.com/prod_img/500000/398/003/img/30003398_1.jpg?shrink=130:130&_v=20231116131737,CORSAIR DDR5-7200 CL34 Dominator Titanium WHITE 패키지,481000원,5.0,CORSAIR(제조사 웹사이트 바로가기),2023년 11월,데스크탑용,DDR5,DIMM(UDIMM),32GB,7200MHz (PC5-57600),CL34-44-44-96,1.45V,2개,○,,방열판,57.3mm,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,7mm,○,○,,화이트,RGB,○,○,○,○,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/118/421/img/10421118_1.jpg?shrink=130:130&_v=20220617122934,TeamGroup T-Force DDR4-3200 CL16 Vulcan Z Gray,148000원,5.0,TeamGroup(제조사 웹사이트 바로가기),2020년 01월,데스크탑용,DDR4,DIMM(UDIMM),8GB,3200MHz (PC4-25600),CL16-20-20-40,1.35V,1개,,,방열판,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,실버/그레이,,,,,,,,,,○,,,,,,,,
//img.danawa.com/prod_img/500000/482/969/img/72969482_1.jpg?shrink=130:130&_v=20241217113019,실리콘파워 DDR4-2666 CL19 패키지,67800원,N/A,실리콘파워(제조사 웹사이트 바로가기),2024년 12월,데스크탑용,DDR4,DIMM(UDIMM),32GB,2666MHz (PC4-21300),CL19,1.20V,2개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/248/085/img/59085248_1.jpg?shrink=130:130&_v=20240704130820,컴이지 DDR4-2666,30000원,3.6,컴이지(제조사 웹사이트 바로가기),2024년 07월,데스크탑용,DDR4,DIMM(UDIMM),16GB,2666MHz (PC3-21300),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/270/482/img/54482270_1.jpg?shrink=130:130&_v=20240524111032,실리콘파워 DDR3-1600 패키지 해외구매,33200원,N/A,실리콘파워,2013년 01월,데스크탑용,DDR3,DIMM(UDIMM),16GB,1600MHz (PC3-12800),,1.50V,2개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/306/304/img/13304306_1.jpg?shrink=130:130&_v=20220920153553,실리콘파워 노트북 DDR4-3200 CL22,145900원,4.5,실리콘파워(제조사 웹사이트 바로가기),2021년 02월,노트북용,DDR4,SO-DIMM,8GB,3200MHz (PC4-25600),CL22,1.20V,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/976/577/img/15577976_1.jpg?shrink=130:130&_v=20220512101813,SK하이닉스 DDR4-3200 중고,18500원,4.9,SK하이닉스,2021년 11월,데스크탑용,DDR4,DIMM(UDIMM),8GB,3200MHz (PC4-25600),,,1개,,,미포함,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,,,,,,,,,,,
