url,Name,Price,Rating,제조회사,등록년월,제품 분류,디스크 크기,디스크 용량,인터페이스,회전수,버퍼 용량,전송 속도,기록방식,디스크 수,두께,작업부하량,소음(유휴/탐색),2년,,적합성평가인증,안전확인인증,헬륨충전,RV센서,사용보증,5년,데이터 복구 3년,S.M.A.R.T 지원,3년,SED,DSA,저전력,1년,ISE,데이터 복구 2년
//img.danawa.com/prod_img/500000/862/161/img/71161862_1.jpg?shrink=130:130&_v=20250313154731,도시바 N300 PRO 7200/512M/해외구매,1024300원,N/A,도시바(제조사 웹사이트 바로가기),2024년 11월,HDD (NAS용),8.9cm(3.5인치),22TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,281MB/s,CMR(PMR),,26.1mm,300 TB/Y,20dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,120만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/792/269/img/15269792_1.jpg?shrink=130:130&_v=20241029165646,Western Digital WD RED Pro 7200/256M/해외구매,629650원,N/A,Western Digital WD,2021년 09월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,240MB/s,CMR(PMR),,26.1mm,300 TB/Y,20/36dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,○,,,,○,,,
//img.danawa.com/prod_img/500000/758/823/img/2823758_1.jpg?shrink=130:130&_v=20200528173411,Seagate Laptop HDD 5400/32M/노트북용,198000원,4.6,Seagate,2014년 10월,HDD (노트북용),6.4cm(2.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 32MB,,SMR(PMR),,9.5mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/280/529/img/1529280_1.jpg?shrink=130:130&_v=20250121102437,Seagate BarraCuda 7200.12 SATA2/7200/16M/리퍼비시,46500원,N/A,Seagate,2011년 11월,HDD (리퍼비시),8.9cm(3.5인치),500GB,SATA2(3Gb/s),"7,200RPM",16MB,,CMR(PMR),,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/191/246/img/15246191_1.jpg?shrink=130:130&_v=20210914140610,Western Digital WD RED Plus 5640/128M/해외구매,308890원,5.0,Western Digital(제조사 웹사이트 바로가기),2021년 09월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"5,640RPM",메모리 128MB,185MB/s,CMR(PMR),,26.1mm,180 TB/Y,25/25dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,○,,,,,,,
//img.danawa.com/prod_img/500000/891/063/img/32063891_1.jpg?shrink=130:130&_v=20240620175243,Western Digital Ultrastar DC HC320 패키지 7200/256M HUS728T8TALE6L4,2792000원,N/A,Western Digital,2023년 04월,HDD (기업용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,255MB/s,CMR(PMR),플래터 5장,26.1mm,,29/36dB,,,R-REM-WDT-US7SAN8T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,,,,○,,,,
//img.danawa.com/prod_img/500000/918/467/img/15467918_1.jpg?shrink=130:130&_v=20250225175603,Western Digital Ultrastar DC HC550 패키지 7200/512M WUH721818ALE6L4,6151000원,N/A,Western Digital(제조사 웹사이트 바로가기),2021년 10월,HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/797/897/img/2897797_1.jpg?shrink=130:130&_v=20200528112851,도시바 DT01-V 5940/32M,134000원,4.7,도시바,2014년 11월,HDD (CCTV용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,940RPM",메모리 32MB,,CMR(PMR),,26.1mm,,24/25dB,,,KCC-REM-TSD-DT01ABA100인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,○,,,
//img.danawa.com/prod_img/500000/903/527/img/6527903_1.jpg?shrink=130:130&_v=20200528184132,HGST Ultrastar 7K6 SAS/7200/256M,239000원,N/A,HGST,2018년 10월,HDD (기업용),8.9cm(3.5인치),4TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,,,,,,,,,R-REM-WDT-US7SAN8T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/601/948/img/19948601_1.jpg?shrink=130:130&_v=20230426171812,Seagate IronWolf Pro 7200/512M/해외구매,927700원,N/A,Seagate,2023년 04월,HDD (NAS용),8.9cm(3.5인치),22TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.11mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,250만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/176/180/img/6180176_1.jpg?shrink=130:130&_v=20250319184539,Seagate Exos X12 7200/256M/해외구매,404000원,N/A,Seagate,2018년 05월,HDD (기업용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,261MB/s,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,,,,○,,,,○,
//img.danawa.com/prod_img/500000/597/913/img/19913597_1.jpg?shrink=130:130&_v=20240620180223,Western Digital Ultrastar DC HA210 패키지 7200/128M HUS722T1TALA604,636000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),1TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 200MB/s,CMR(PMR),,26.1mm,,25/28dB,,,MSIP-REM-WDT-0032인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/017/468/img/15468017_1.jpg?shrink=130:130&_v=20250204163609,Western Digital Ultrastar DC HC550 패키지 7200/512M WUH721816ALE6L4,4792000원,N/A,Western Digital(제조사 웹사이트 바로가기),2021년 10월,HDD (기업용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,262MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/064/948/img/19948064_1.jpg?shrink=130:130&_v=20250204163609,Western Digital Ultrastar DC HC560 패키지 SAS/7200/512M WUH722020BL5204,3110000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),20TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,291MB/s,CMR(PMR),플래터 9장,26.1mm,550 TB/Y,,,,R-R-WDT-US7SSS200인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/640/210/img/13210640_1.jpg?shrink=130:130&_v=20210122153029,Western Digital WD RED 5400/256M/해외구매,481100원,N/A,Western Digital WD,2021년 01월,HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,215MB/s,CMR(PMR),,26.1mm,180 TB/Y,34/38dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,,,,○,,,
//img.danawa.com/prod_img/500000/385/291/img/11291385_1.jpg?shrink=130:130&_v=20211019134023,도시바 N300 패키지 7200/256M HDWG21C,1755990원,N/A,도시바(제조사 웹사이트 바로가기),2019년 05월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,253MB/s,CMR(PMR),,26.1mm,180 TB/Y,20dB,,,MSIP-REM-T48-MG07ACA14TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/516/644/img/48644516_1.jpg?shrink=130:130&_v=20240620143840,Western Digital Ultrastar DC HC330 패키지 7200/256M WUS721010ALE6L4,3432000원,N/A,Western Digital(제조사 웹사이트 바로가기),2024년 04월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,262MB/s,CMR(PMR),플래터 6장,26.1mm,550 TB/Y,34/38dB,,,R-R-WDT-UVXHA9인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,○,○,○,,○,
//img.danawa.com/prod_img/500000/418/962/img/14962418_1.jpg?shrink=130:130&_v=20210810110052,도시바 X300 7200/256M/해외구매,530480원,N/A,도시바,2018년 07월,HDD (PC용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,,CMR(PMR),,26.1mm,,33dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,60만시간,,,,,,○,,,,
//img.danawa.com/prod_img/500000/653/857/img/79857653_1.jpg?shrink=130:130&_v=20250411134749,Synology Enterprise Series 7200/해외구매,1043240원,N/A,Synology(제조사 웹사이트 바로가기),2025년 04월,HDD (NAS용),8.9cm(3.5인치),20TB,SATA3 (6Gb/s),"7,200RPM",,281MB/s,확인요망(PMR),,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/249/438/img/68438249_1.jpg?shrink=130:130&_v=20241008111317,Seagate Exos 7E10 SAS/7200/256M/해외구매,527770원,N/A,Seagate(제조사 웹사이트 바로가기),2024년 10월,HDD (기업용),8.9cm(3.5인치),10TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,263MB/s,CMR(PMR),,26.11mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,200만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/653/889/img/32889653_1.jpg?shrink=130:130&_v=20240119145351,Seagate FireCuda 7200/256M/해외구매,605690원,4.0,Seagate(제조사 웹사이트 바로가기),2024년 01월,HDD (PC용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,260MB/s,CMR(PMR),,26.1mm,,28/32dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/649/228/img/13228649_1.jpg?shrink=130:130&_v=20210126111352,Seagate Exos X16 SAS/7200/256M/해외구매,341580원,N/A,Seagate(제조사 웹사이트 바로가기),2020년 07월,HDD (기업용),8.9cm(3.5인치),12TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,245MB/s,CMR(PMR),,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,,,,,○,,,,○,
//img.danawa.com/prod_img/500000/397/291/img/11291397_1.jpg?shrink=130:130&_v=20211019134023,도시바 N300 패키지 7200/256M HDWG21E,2095990원,N/A,도시바(제조사 웹사이트 바로가기),2019년 05월,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,260MB/s,CMR(PMR),,26.1mm,180 TB/Y,20dB,,,MSIP-REM-T48-MG07ACA14TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/299/578/img/67578299_1.jpg?shrink=130:130&_v=20250331214731,Western Digital Ultrastar DC HC310 7200/256M/해외구매,313800원,N/A,Western Digital,2024년 09월,HDD (기업용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,233MB/s,CMR(PMR),플래터 4장,26.1mm,,29/36dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,○,,,○,,,,
//img.danawa.com/prod_img/500000/493/243/img/11243493_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 패키지 5400/64M WD10PURZ,305000원,N/A,Western Digital WD,2020년 05월,HDD (CCTV용),8.9cm(3.5인치),1TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,110MB/s,CMR(PMR),,26.1mm,180 TB/Y,21/22dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/738/849/img/2849738_1.jpg?shrink=130:130&_v=20200529091929,삼성전자 Spinpoint F3 SATA2/7200/16M/리퍼비시,46000원,4.6,삼성전자,2011년 07월,HDD (리퍼비시),8.9cm(3.5인치),500GB,SATA2(3Gb/s),"7,200RPM",16MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/065/947/img/43947065_1.jpg?shrink=130:130&_v=20240327131409,Seagate Exos X24 SAS/7200/512M/해외구매,929000원,N/A,Seagate(제조사 웹사이트 바로가기),2024년 03월,HDD (기업용),8.9cm(3.5인치),24TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,,,,,○,,,,,
//img.danawa.com/prod_img/500000/729/937/img/19937729_1.jpg?shrink=130:130&_v=20240620180345,Western Digital Ultrastar DC HC320 패키지 SAS/7200/256M HUS728T8TAL5204,1476000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),8TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,255MB/s,확인요망(PMR),,26.1mm,,29/36dB,,,R-REM-WDT-US7SSN8T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,,,,,,
//img.danawa.com/prod_img/500000/866/691/img/68691866_1.jpg?shrink=130:130&_v=20241014164458,Western Digital WD Purple 5640/128M/해외구매,358600원,N/A,Western Digital WD,2024년 10월,HDD (CCTV용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"5,640RPM",메모리 128MB,194MB/s,CMR(PMR),,26.1mm,180 TB/Y,25/30dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/835/372/img/34372835_1.jpg?shrink=130:130&_v=20240201133729,Seagate SkyHawk AI 7200/512M/해외구매,974240원,N/A,Seagate,2024년 02월,HDD (CCTV용),8.9cm(3.5인치),24TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,285MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,250만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/969/913/img/19913969_1.jpg?shrink=130:130&_v=20240620180134,Western Digital Ultrastar DC HA210 패키지 7200/128M HUS722T2TALA604,756000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 200MB/s,CMR(PMR),,26.1mm,,25/28dB,,,MSIP-REM-WDT-0032인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/974/940/img/3940974_1.jpg?shrink=130:130&_v=20200529174927,MARSHAL MAL36000SA-T72 7200/128M/리퍼비시,148000원,4.8,MARSHAL,2016년 04월,HDD (리퍼비시),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"7,200RPM",메모리 128MB,,,,,,,,,MSIP-REM-F3C-MAL34000T72인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/788/897/img/2897788_1.jpg?shrink=130:130&_v=20200528112851,도시바 DT01-V 5700/32M,105000원,4.8,도시바,2014년 11월,HDD (CCTV용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,700RPM",메모리 32MB,,확인요망(PMR),,26.1mm,,22/24dB,,,KCC-REM-TSD-DT01ABA100인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,○,,,
//img.danawa.com/prod_img/500000/902/940/img/3940902_1.jpg?shrink=130:130&_v=20211012094513,MARSHAL MAL2500SA-T54 5400/8M/노트북용/리퍼비시,33890원,5.0,MARSHAL,2016년 04월,HDD (리퍼비시),6.4cm(2.5인치),500GB,SATA (버전 확인 요망),"5,400RPM",메모리 8MB,,,,9mm,,,,,KCC-REM-F3C-MAL2500T54인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/031/228/img/13228031_1.jpg?shrink=130:130&_v=20210126104547,Seagate Exos 10E2400 SAS/10K/256M/해외구매,571000원,N/A,Seagate,2018년 10월,HDD (기업용),6.4cm(2.5인치),1.8TB,SA-SCSI (12Gb/s),"10,000RPM",메모리 256MB,279MB/s,,플래터 3장,15mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/797/254/img/70254797_1.jpg?shrink=130:130&_v=20241031161743,Synology Plus Series 7200/256M/해외구매,509000원,N/A,Synology(제조사 웹사이트 바로가기),2024년 10월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,240MB/s,CMR(PMR),,26.1mm,180 TB/Y,28/30dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/828/952/img/19952828_1.jpg?shrink=130:130&_v=20250204163608,Western Digital Ultrastar DC HC570 패키지 SAS/7200/512M WUH722222AL5204,3432970원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),22TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,291MB/s,CMR(PMR),플래터 10장,26.1mm,550 TB/Y,,,,R-R-WDT-US7SAT220인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,,,,,,,,
//img.danawa.com/prod_img/500000/115/945/img/19945115_1.jpg?shrink=130:130&_v=20240620175805,Western Digital Ultrastar DC HC550 패키지 SAS/7200/512M WUH721818AL5204,2636000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),18TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 512MB,269MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,○,250만시간,○,,○,,,○,,,,
//img.danawa.com/prod_img/500000/884/337/img/3337884_1.jpg?shrink=130:130&_v=20220211132545,삼성전자 SpinPoint SATA2/7200/8M/해외구매,100000원,N/A,삼성전자,2015년 07월,HDD (PC용),,80GB,SATA2(3Gb/s),"7,200RPM",메모리 8MB,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/255/608/img/15608255_1.jpg?shrink=130:130&_v=20230607104717,Synology Enterprise 7200/512M/해외구매,1169545원,N/A,Synology(제조사 웹사이트 바로가기),2021년 11월,HDD (NAS용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,262MB/s,CMR(PMR),,26.1mm,550 TB/Y,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,250만시간,,,,,,,,,,
//img.danawa.com/prod_img/500000/622/859/img/18859622_1.jpg?shrink=130:130&_v=20230127164138,Seagate Exos X10 7200/256M/해외구매,312400원,N/A,Seagate(제조사 웹사이트 바로가기),2023년 01월,HDD (기업용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,249MB/s,,,26.1mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/934/136/img/15136934_1.jpg?shrink=130:130&_v=20210831165515,Western Digital WD RED Plus 7200/512M/해외구매,965100원,N/A,Western Digital(제조사 웹사이트 바로가기),2021년 08월,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,210MB/s,CMR(PMR),,26.1mm,180 TB/Y,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,○,,,,,,,
//img.danawa.com/prod_img/500000/035/227/img/13227035_1.jpg?shrink=130:130&_v=20210126100142,Western Digital Ultrastar DC HC320 SAS/7200/256M/해외구매,284600원,N/A,Western Digital(제조사 웹사이트 바로가기),2021년 01월,HDD (기업용),8.9cm(3.5인치),8TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,255MB/s,확인요망(PMR),,26.1mm,,29/36dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,,,○,,,,,,,
//img.danawa.com/prod_img/500000/608/376/img/7376608_1.jpg?shrink=130:130&_v=20200529172601,HP 엔터프라이즈 SAS/10K/해외구매,400000원,N/A,HP(제조사 웹사이트 바로가기),2019년 03월,HDD (기업용),6.4cm(2.5인치),1.2TB,SA-SCSI (12Gb/s),"10,000RPM",,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/105/639/img/5639105_1.jpg?shrink=130:130&_v=20230801075854,Seagate SkyHawk 5900/64M/해외구매,80000원,N/A,Seagate,2017년 11월,HDD (CCTV용),8.9cm(3.5인치),1TB,SATA3 (6Gb/s),"5,900RPM",메모리 64MB,,CMR(PMR),,20mm,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/579/925/img/19925579_1.jpg?shrink=130:130&_v=20240620180048,Western Digital Ultrastar DC HC310 패키지 SAS/7200/256M HUS726T4TAL5204,868000원,N/A,Western Digital(제조사 웹사이트 바로가기),2023년 04월,HDD (기업용),8.9cm(3.5인치),4TB,SA-SCSI (12Gb/s),"7,200RPM",메모리 256MB,233MB/s,확인요망(PMR),,26.1mm,,29/36dB,,,MSIP-REM-WDT-US7SSM6T0인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,200만시간,○,,○,,,,,,,
//img.danawa.com/prod_img/500000/350/233/img/13233350_1.jpg?shrink=130:130&_v=20210126154147,HP Proliant SAS/10000/해외구매,48800원,5.0,HP(제조사 웹사이트 바로가기),2021년 01월,HDD (기업용),6.4cm(2.5인치),300GB,SA-SCSI (6Gb/s),"10,000RPM",,,,,,,,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/435/286/img/11286435_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 패키지 5400/64M WD60PURZ,481000원,5.0,Western Digital WD,2020년 05월,HDD (CCTV용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,175MB/s,CMR(PMR),,26.1mm,180 TB/Y,25/28dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/367/291/img/11291367_1.jpg?shrink=130:130&_v=20211019134023,도시바 N300 패키지 7200/256M HDWG11A,1475900원,N/A,도시바(제조사 웹사이트 바로가기),2019년 05월,HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,248MB/s,CMR(PMR),,26.1mm,180 TB/Y,34dB,,,MSIP-REM-TSD-MG06ACA10TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,○,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/042/244/img/11244042_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 패키지 7200/256M WD121PURZ,2269000원,N/A,Western Digital WD,2020년 05월,HDD (CCTV용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,245MB/s,CMR(PMR),,26.1mm,360 TB/Y,20/29dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,150만시간,,,,○,,,○,,,
//img.danawa.com/prod_img/500000/450/286/img/11286450_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 패키지 7200/256M WD102PURZ,1020000원,N/A,Western Digital WD,2020년 05월,HDD (CCTV용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,265MB/s,CMR(PMR),,26.1mm,360 TB/Y,34/38dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,150만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/420/286/img/11286420_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 패키지 5400/64M WD40PURZ,286000원,5.0,Western Digital WD,2020년 05월,HDD (CCTV용),8.9cm(3.5인치),4TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,150MB/s,CMR(PMR),,26.1mm,180 TB/Y,25/28dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만 시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/378/286/img/11286378_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 패키지 5400/64M WD30PURZ,257000원,5.0,Western Digital WD,2020년 05월,HDD (CCTV용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,145MB/s,CMR(PMR),,26.1mm,180 TB/Y,23/24dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
//img.danawa.com/prod_img/500000/369/286/img/11286369_1.jpg?shrink=130:130&_v=20240805110240,Western Digital WD Purple 패키지 5400/64M WD20PURZ,184000원,5.0,Western Digital WD,2020년 05월,HDD (CCTV용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,145MB/s,CMR(PMR),,26.1mm,180 TB/Y,23/24dB,,,상세설명 / 판매 사이트 문의인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,100만시간,,,,○,,,,,,
